final_sev,id,dimension,status,warehouse,title,claim,evidence,refuter,adjust,deeper_root_cause,recommendation
P2,D2-03,D2-algo,风险,富化,存在两个重复的 RetrievalBundle 类（knowledge_base vs knowledge_v2）,knowledge_base.py 与 knowledge_v2.py 各定义一个 RetrievalBundle 类，是 5/28 从 v1 切 v2 留下的双轨；retriever 注释明确 v1 版因 document_chunks 缺失导致除 CFFC 外全客户 coverage=0、citations=0。,knowledge_base.py:356 class RetrievalBundle 与 knowledge_v2.py:256 class RetrievalBundle 同名两份;strategic_narrative_semantic_retriever.py:10-16 注释记录 v1(knowledge_base)版 citation grounding 依赖 document_chunks 而 v2 ingest 不建→'所有客户 coverage=0、citations=0、no_grounded_citations'，已切 v2,成立,down,"真正根因不是""v1/v2 双轨活跃风险"",而是【5/28 切 v2 后 v1 检索栈整段死代码未删,且因寄生在一个还在被广泛 import 的巨型混职责模块里而无法整体删除】。knowledge_base.py 是一个职责混杂的大文件:一边是仍活跃的工具(tokenize、reindex_client_vector、sync_qdrant_for_client、batch_enrich_surrogates、get_vector_runtime_status 等,被 main.py:1068-1083、knowledge_v2.py:26、client_profile.py、review_analysis.py、agent_worklogs.py 等多处真实 import),一边是已死的 v1 检索栈(RetrievalBundle:356、CitationMatch:341、serialize/deserialize:365/391、retrieve_knowledge_bundle:3798 及 4007/4289 两处 RetrievalBundle 构造)。正因为活跃工具与死检索器同住一文件,模块不能整体删,死的 v1 检索类就被搁浅在内。这才是""蜘蛛网""信号的本体:一个高耦合大模块把""活的向量/分词工具 + 死的 v1 检索器""焊在一起,而非一条活跃的竞争检索链路。对应北极星:富化索引仓的检索入口实际已收敛到 knowledge_v2 单一来源(11/11 调用点 + main.py 全部走 v2),并非状态源分裂;此处是死代码卫生问题。",确认 knowledge_base.RetrievalBundle 是否仍有活跃消费方;若仅 tokenize/历史工具还在用，应将 RetrievalBundle 定义收敛到 knowledge_v2 单一来源，避免后续模块误接 v1 死路。
P2,D2-06,D2-algo,门面,认知,company_brain_qa 的 LLM 问答路径是死代码（无端点调用）,company_brain_qa.answer_question(证据约束 LLM 问答，自带 _call_ollama)在全仓没有任何调用方，只有它的 build_evidence_pack 被 company_brain_context_builder 复用；即这条 QA 生成链路是门面/死代码。,grep 'company_brain_qa|answer_question(' 在 backend/app(除自身)仅命中 company_brain_context_builder.py:17 注释'复用 company_brain_qa.build_evidence_pack'，无 answer_question 调用;answer_question 定义在 company_brain_qa.py:299，内部 _call_ollama(324),,,,删除 company_brain_qa.answer_question + _call_ollama 死路，保留 build_evidence_pack;或若要启用 company brain 问答，改走主 chat 通道(retrieve_knowledge_bundle + AiService)而非另起 Ollama 直连。
P2,D2-08,D2-algo,风险,认知,prompt/system instruction 散落 18+ 文件，无中央 prompt 注册表,system instruction 字符串散落在 main.py(6处)、ai.py(8处)及 15+ 个 service 文件，每个功能各写各的 prompt，无集中管理;ContextComposer 本想统一(D2-01)但已死。,grep '你是益语|你是一名|你是一位|你是资深' 命中 main.py=6、ai.py=8、services/*=15 文件(review_narrative/understanding_builder/report_blueprint_drafter/plan_link_predictor/intelligence_brand_audit/semantic_classifier/meeting_minute_processor/company_brain_qa/digital_asset_narrative/smart_file_import/local_memory/... ),,,,随 ContextComposer 决策一并处理:若复活 composer 则把 prompt 收口为 intent→prompt 注册;短期至少集中到一个 prompts 模块按 intent 分文件，便于版本化与评测，避免改一处口径要全仓 grep。
P2,D3-03,D3-present,风险,认知,任务预览卡硬编码'CFFC'写进所有客户(活·客户串号),"一条任务预览文案把'CFFC 面向基金会客户'写死,门控不绑 CFFC,会对任意客户渲染","src/renderer/App.tsx:5233 模板字符串 `...判断它是否能成为 CFFC 面向基金会客户的下一步合作抓手。`;门控 currentFocus 仅判断 solutionConversationTask(App.tsx:5231),而该标志定义于 :5135-5137 = relationshipTask && /(系统|平台|工作台|数字化|AI|方案|赋能|合作|工作坊)/.test(evidenceSignalText),与具体客户无关。真库 clients 含 client_ae97e0a2cd 汇丰 / client_256d89c5ef 善加基金会 等非 CFFC 客户(sqlite3 -readonly app.db 'SELECT id,name FROM clients' 已验证),它们的会谈类任务会渲染出含 'CFFC' 的文案。",已推翻/修正,down,"真根因不是""一条文案写死 CFFC"",而是两层更深问题: (1)【死代码/双实现并存】整个前端 buildTaskProjectPreview(App.tsx:5006-5340,约 330 行,内含 CFFC:5233 + 第二处硬编码""基金会客户场景"":5148)已被后端 context-preview 端点(main.py:25594/31888)取代,但前端旧实现未删,taskClientPreview(12393)计算后空挂。这是""前端直算 vs 后端统一出件""两套并行的认知产品生成器,正是蜘蛛网/状态源分裂的缩影——同一'任务研判文案'有前端死路径与后端活路径两份实现,删除时机滞后。 (2)【原结论漏报】原结论只抓了 :5233 的""CFFC"",漏了同函数 :5148 `...能否切进基金会客户场景...`这第二处同类身份假设(对汇丰/士平等非基金会客户同样错),证明问题不是单点 typo 而是该死代码函数整体把""客户=CFFC/基金会""写进了模板族。若哪天有人把 taskClientPreview 重新接上 JSX(复活死代码),:5148 与 :5233 会一起串号。","删掉 CFFC 字样,改用 ${client.name} 或泛化为'你的客户';全局 grep 'CFFC' 'client_cffc' 排查同类写死。"
P2,D3-04,D3-present,风险,认知,介绍客户超时兜底=一整套'日慈'调优正文生成器(休眠地雷),"存在按日慈语料硬编码的介绍客户兜底正文生成器,advantage_summary 直接返回'日慈的优势...';当前为死代码但一旦接线即对所有客户串号","backend/app/main.py:23436-23439 _build_intro_advantage_summary 命中关键词即 return '日慈的优势不只是…',否则 return '日慈的独特之处…'(均写死'日慈',与传入 client 无关);:23382-23414 _build_intro_problem_points/_build_intro_business_lines 也按日慈业务线('心灵魔法学院'/'心盛计划'/'繁星计划')关键词匹配;组装于 :23441 build_intro_profile_answer_from_evidence。但 grep 'build_intro_profile_answer_from_evidence(' backend/app/main.py 仅命中 :23441 定义处、无任何调用点 → 当前死代码/未接线。",成立,down,"原结论只点到""一个日慈兜底函数是死代码"",真正更深根因=兜底生成层经历过一次重写,留下了【两代并存、旧代整体悬空】的兜底建造器坟场,且新代 LIVE 路径已主动拒绝模板伪答案——日慈串号只是这堆悬空旧件中最扎眼的一个症状。证据链: (1) git 取证: 941cf3e baseline 处 build_local_retrieval_fallback 还是单行简易签名;现仓库里它被一整套 _build_intro_* + build_intro_profile_answer_from_evidence 插队替换,而旧的 build_local_retrieval_fallback 又以新签名(:23621,del answer_intent 的开放式版)保留——即同一职责的""旧模板版""与""新开放式版""并存。 (2) 悬空范围远超单个函数: 四个兜底建造器全部 1 occurrence(=仅 def,0 caller): build_intro_profile_answer_from_evidence / build_local_retrieval_fallback / apply_chat_fallback_presentation_guard / build_compact_user_fallback_content。其中 apply_chat_fallback_presentation_guard(:23787)是唯一会调用 build_local_retrieval_fallback(:23812)的人,而它自己 0 caller → 整条""展示守卫→本地回退→intro builder""链条集体悬空。 (3) LIVE 真相路径(请求处理器 :47935-47977 AiInvocationError/Exception 分支)只走两条: 有 partial 则 build_partial_generation_fallback(通用,无日慈);否则返回 inline 硬编码 AiStructuredResponse,正文明写""模型生成失败,不输出本地模板伪答案""(:47957/:47970)。即架构方向已是""宁可空也不套模板"",与日慈模板簇的设计意图正面冲突。 结论: 这是 60258 行巨石 main.py 在兜底层做过一次""去模板化""重写后没有清理旧实现导致的死代码堆积(architecture archaeology 未清场),属代码结构/蜘蛛网类技术债,而非运行态串号缺陷。","删除或彻底去日慈化(advantage/business_lines 改成依据 evidence 动态生成,不写死机构名);若保留兜底,加单测断言 '日慈' 不出现在非日慈客户输出。"
P2,D3-06,D3-present,事实,NA,原始错误未直接暴露给用户(事实·良性),"前端错误统一收敛成 error.message+中文兜底,后端兜底正文里的 failure_detail 是受控 provider 错误而非堆栈","前端 App.tsx 大量 `error instanceof Error ? error.message : '中文兜底'` 模式(:7185/:7220/:8633…),无 .stack/traceback 直显;后端 failure_detail 源自 main.py:47938 generation_failure_detail = str(error.detail) 来自 AiInvocationError(:47935),再注入 Ai回答的折叠'分析'区(main.py:23528/23568 '失败详情:{failure_detail}')。属受控诊断信息,非堆栈泄露。",,,,"低优先:把'失败详情'进一步标准化成枚举原因码(超时/限流/空证据),避免偶发把模型原始 detail 透到用户折叠区。"
P2,D3-07,D3-present,半接通,NA,"页面级 fetcher 数量庞大,工作台/战略之外仍偏 stitch","api.ts 导出 528 个 fetcher,统一 bundle 只覆盖工作台/战略 cockpit,其余页面多为前端多接口拼装","grep -c 'export async function' src/renderer/lib/api.ts = 528(文件 6662 行);真正 bundle 端点仅 getClientWorkspace(:2513)与 getStrategicCockpit(:4451);资讯情报/成长/数据中心面板各自有多个独立 fetcher(getTopics/getGrowthOverview/getGrowthWorkbench/getGrowthBadges/getGrowthLedger 等,api.ts:5369/5648/5653/5666/5670),由前端分别拉取再拼。",,,,"按工作台样板,为成长中心/资讯情报各收敛一个服务端 overview-bundle 端点,减少前端拼装与状态分裂。"
P2,D3-08,D3-present,风险,共识,"云端任务回灌用客户名前2字模糊匹配,存在跨客户串号风险","事件线/客户匹配回退到'客户名前2字 in 任务标题',两个同前缀客户会被错配","backend/app/main.py:27178-27185 client_short = client_name_local[:2];if client_name_local in title or client_short in title → 命中即 cid=erow primary_client_id(注释举例 '日慈' from '日慈基金会')。真库存在多个2字易撞前缀客户(如 client_30a392788c '顾源源文章' vs client_952be522fb '顾源源';'乡村发展基金会' vs 其它'基金会'),前2字/4字子串匹配可把任务挂到错误客户。",,,,"改用精确 eventLineId/clientId 关联或全名+边界匹配,去掉前2字 substring 兜底;无法精确时标 needs_review 而非静默归属。"
P2,D4-02,D4-action,风险,共识,commitments 主表有 6 个 writer，5 个无质量门无跨源去重,commitments 是共享主表但有 6 处独立 INSERT，仅 narrative_generator 一家做了 _title_similar 跨源模糊查重；其余 5 家直接裸写主表，垃圾承诺无门可挡。,"6 个写入点：narrative_generator.py:1289 / meeting_minute_processor.py:280 / chat_message_reverse_ingester.py:398 / atomic_fact_semantic_deriver.py:295 / project_portrait_builder.py:386 / smart_file_import.py:1086。grep `_title_similar|quality_gate|reconcile|SELECT.*FROM commitments.*WHERE` 在后 5 个文件命中=0(smart_file_import 的 dedup 只是 batch 内 seen_opinions，不查 DB)。真库 source_type 分布：narrative_generator 46 / ai_inferred 27 / smart_import_story 2(SQL: SELECT source_type,count(*) FROM commitments GROUP BY source_type)。",已推翻/修正,down,"真根因不是""6个writer 5个无门"",而是【承诺主表的去重契约碎片化 + 单一写入闸门缺位】,且这是个架构债而非当前数据事故:  (a) backend/app/modules/commitment/repository.py 已存在 CommitmentRepository,但只有读方法(get_by_id/list_*)和 mark_fulfilled(line 200-214),【没有任何 insert/insert_with_dedup 写方法】(grep 全文无 INSERT)。即""单一写入入口""这个抽象壳已搭好却空着,6个 writer 全绕过它直写 db.execute,各自实现风格不一的去重:narrative 是 _title_similar 模糊、atomic_fact 是 source_id 幂等、portrait 是 source_type DELETE 重建、smart_import 是批内短键、meeting/chat 干脆没有。去重语义按 source_type 分区各管一摊,跨 source_type 不互查(例:meeting 抽的承诺与 narrative 抽的同一条承诺不会互相查重)。  (b) 数据库层零兜底:`SELECT sql FROM sqlite_master WHERE name='commitments'` 显示无 (client_id,committer,content) UNIQUE 约束、无 trigger,唯一 autoindex 在 id PK 上。所以一旦 meeting/chat 路径或未来新 writer 放量,DB 没有最后一道防线,只能靠各 writer 自觉。  (c) 当前零重复/两家零产出是""运气好/路径冷""而非""有闸门保护""——meeting_minute_processor(main.py:39566)和 chat_message_reverse_ingester(main.py:49530)都已接进活路由,可达但未放量。所以这是【latent 架构债】:契约碎片 + 共享写门空置 + DB 无约束,三者叠加使主表的去重正确性依赖每个 writer 各自不出错。原结论指对了病灶(该把去重收敛成单一写门),只是把""未来风险""误报成了""当前 5 家正在制造垃圾""的既成事故,并因跨行 grep 漏判了 2 家其实有门。",把 narrative_generator.upsert_commitments_from_narrative 里的 _title_similar 跨 task+commitment 查重 + 拟引入的 quality_gate，抽成 commitments_repository.insert_with_dedup() 单一写入闸门，6 个 writer 全部改走它。
P2,D4-04,D4-action,风险,共识,语义改写绕过 50% 阈值 → 一个动作裂成 8 行承诺,_title_similar 阈值 0.5 + 字符集合重叠判定，挡不住措辞改写；同一『南沙公益创投情报跟进』动作在真库被 LLM 每次重生 narrative 换个说法，裂成 8 条独立承诺。,"todo_aggregator.py:225-243 `_title_similar(threshold=0.5)` 用 set(字符) 重叠率；真库 SQL `SELECT committer,content,status FROM commitments WHERE content LIKE '%南沙%'` 返回 8 行：『完成南沙区公益创投情报跟进』『完成南沙区公益创投青少年心理健康服务平台搭建方向情报跟进』『完成南沙区公益创投青少年心理健康赛道情报跟进』『梳理南沙公益创投投标预案』『梳理日慈核心项目南沙公益创投投标预案』『跟进南沙公益创投的具体申报规则』『跟进南沙区...服务平台搭建方向情报(顾老师)』『跟进南沙区...赛道情报』——均同一动作不同措辞，未合并。『一季度战略陪伴沟通』同样裂 4 行。",已推翻/修正,down,"真正根因不在 `_title_similar` 阈值,而是承诺写入侧的【多写入器扇入 + 无表级唯一约束 + 跨写入器零对账】结构性问题:  A) commitments 有 7 个独立 INSERT 写入器(grep 实证):narrative_generator.py:1289、atomic_fact_semantic_deriver.py:295(ai_inferred)、project_portrait_builder.py:386、meeting_minute_processor.py:280、smart_file_import.py:1086、chat_message_reverse_ingester.py:398、加 narrative 的 upsert。每个写入器各自做 ad-hoc 去重(narrative 用 _title_similar、atomic_fact 用 source_id、portrait 用 DELETE+重建),彼此互不知晓。真库 source_type 分布:narrative_generator 46 / ai_inferred 27 / smart_import_story 2——证明多源并存。  B) 表无唯一约束兜底。schema.sql 实证 commitments 仅 PRIMARY KEY(id)+两个普通 INDEX(idx_commitments_client_status / idx_commitments_committer),无 (client_id,committer,content) UNIQUE。任何写入器的 ad-hoc 去重一旦失效或缺位(如 5-20 前、如跨写入器),DB 层无任何防线,直接落库。  C) 去重锚点是脆弱字符串而非稳定签名。narrative 写路径用 committer 原始字符串精确相等做门控(1278行),""顾老师/顾源源""同人因字符串不同被判不同主体——这才是 ai_inferred 行逃逸的真因,与阈值无关。  所以 D4-04 是""症状的错误归因"":症状(8 行)真实存在,但归到 `_title_similar` 阈值是错的;真因是承诺仓没有统一写入闸门(SSOT 写入器)、没有跨写入器语义签名对账、没有表级唯一约束。换 reconciler 的 bigram 签名只升级了 narrative 单条写路径的相似度算法,治不了另外 6 个写入器和无约束兜底。",复用 next_step_reconciler.action_signature 的 bigram + _same_action(Jaccard≥0.45/overlap≥0.6) 替代 _title_similar 的字符集合法，承诺写入查重统一走 reconciler 那套更强的语义签名。
P2,D5-01,D5-jobs-state,风险,共识,"job_stage_runs 僵尸行卡死 55 天,无 reaper(66-E 复现且更老)","149 个 stage 行卡 >7d(63 queued+86 running),最老 55 天,其中 129 行父任务已 completed/failed;全后端无任何 reaper/dead-letter 回收 job_stage_runs。","SQL: SELECT status,CASE WHEN julianday('now')-julianday(updated_at)>7 THEN '>7d' END,count(*) FROM job_stage_runs WHERE status IN('queued','running') GROUP BY... → queued>7d=63, running>7d=86。最老 running: analysisstage_38c03f3f5c77ba39 started_at=2026-04-15T15:12:44 finished_at=NULL age=55d。SQL JOIN: SELECT aj.status,jsr.status,count(*) FROM job_stage_runs jsr JOIN analysis_jobs aj ON jsr.job_id=aj.id WHERE jsr.status IN('queued','running') GROUP BY → completed/queued=63, completed/running=66, failed/queued=9, failed/running=35(共129孤儿)。grep -rln 'job_stage_runs' backend/app/ 仅返回 db.py(建表)+analysis_center.py(读写),无 reaper;grep 'UPDATE.*status|stuck|reclaim' WHERE job_stage_runs → 空。",已推翻/修正,down,"真根因 = job_stage_runs 把【可变生命周期状态(status)】与【行身份(id)】耦合:status 被哈希进主键(analysis_center.py:80 + 各阶段 3422/3501/3577 把 status 当 _stable_id 入参),导致同一 stage 的每个状态各占一行、永不就地更新。后果是这张表【不是状态表而是事件流/追加日志表】,但它又被命名/索引成状态表(idx_job_stage_runs_status on (job_id,stage_name,status,updated_at DESC)),并被 D5-01 当状态表解读 → 得出""149 行卡死""的假象。真正的设计缺陷有两层:① 身份建模错误:状态不该进主键,正确做法是主键=(job_id,stage_name,attempt) 就地 UPDATE status,或显式承认这是 append-only 事件表并提供""latest per stage""视图(类似 idx_..._status DESC 取最新)。② 缺""最新态""收口语义:无论哪种,系统都缺一个""按 (job_id,stage_name) 取最新行""的统一读法,使任何审计/页面/同事 AI 直接 SELECT status 这张表都会被历史 running/queued 行误导(D5-01 自己就是第一个受害者)。这正是北极星说的""状态源分裂/重复行""蜘蛛网的微观实例:同一事实(某 stage 是否完成)散在多行、无单一真相视图。","上线前补一个启动期 reaper:对 job_stage_runs 中 status IN(running,queued) 且父 analysis_jobs 已 completed/failed 的行,或 updated_at 距今 > 阈值(如 6h)的行,统一改 failed 并写 detail='stale_reclaimed';同理在 worker 启动时跑一次 sweep。否则状态源永久不可信。"
P2,D5-02,D5-jobs-state,风险,共识,100% completed 任务拖着 running 的孤儿 stage 行(显示成功/后台 running),"全库 63 个 status=completed 的 analysis_jobs 每一个都至少有一条仍 running/queued 的 stage 行,即父子状态结构性永不收敛。","SQL: SELECT count(DISTINCT aj.id) FROM analysis_jobs aj JOIN job_stage_runs jsr ON jsr.job_id=aj.id WHERE aj.status='completed' AND jsr.status IN('running','queued') → 63。SELECT count(*) FROM analysis_jobs WHERE status='completed' → 63。两数相等=100%。代码侧 analysis_center.py:409 stage 行用 ON CONFLICT DO UPDATE upsert,父任务 finalize 时不回写未结束 stage → finished_at 永为 NULL。",已推翻/修正,down,"真正根因不是""finalize 不回写""这种 bug,而是【job_stage_runs 表的设计语义=append-only 事件流(每状态一行,id 含 status 判别符),但表名/字段(status/finished_at)伪装成可变状态表(state row),造成审计者把历史 running 快照误读成活动状态】。即""事件日志 vs 状态行""的语义混淆。证据:_stable_id 把 status 编入 PK(:3045/3425/3479/3580)使 upsert 永不命中=故意 append;唯一读取处(:1067)无去重/无取最新,直接吐全历史。这类表真正的风险不是状态不收敛(已收敛),而是:(a)语义不自描述,任何按 status='running' 统计活动任务的新代码都会被历史行污染(目前无此调用方,故未爆雷,属潜在地雷);(b)append 行只增不清,running/queued 死行随每次跑无限累积(当前 running 101+queued 72 全 finished_at NULL),长期是表膨胀而非状态错误。所以原结论建议的""finalize 同事务把非终态 stage 落终态""是错的修法——会破坏 append-only 事件流语义且和 id-含-status 的 PK 设计直接冲突(落终态需新 id,等于再 append 一行,解决不了死行累积)。正确方向是:要么把它明确文档化/视图化为事件流(读取侧按 job_id+stage_name 取 created_at 最新一行投影状态),要么给死的 running/queued 行加 TTL/归档清理,而不是去""修状态一致性""。","父任务 finalize(标 completed/failed)的同一事务里,把该 job_id 下所有非终态 stage 行一并落终态(completed 或 skipped),保证父子状态原子一致。"
P2,D5-03,D5-jobs-state,风险,富化,"local_model_tasks 93 个 failed 全因调用从未实现的方法,代码自认真凶","93 个 failed 任务中 91 个 last_error='AiService object has no attribute generate_local_model_json',该方法全仓从未定义,代码注释明确标为'高失败率真凶'。","SQL: SELECT substr(last_error,1,90),count(*) FROM local_model_tasks WHERE status='failed' GROUP BY → ""'AiService' object has no attribute 'generate_local_model_json'""=91。grep 'generate_local_model_json' backend/app/ 仅命中注释:local_model_optimizer.py:685 '#M1修复: generate_local_model_json 从未在 AiService 实现(全仓无定义)→历史上每个...必失败';:781 同样 path_opt。无任何 def generate_local_model_json。",已推翻/修正,down,"真正的现状不是""死方法仍在毒害队列"",而是两个更值得记录的事实:  (a) 【陈旧 failed 死信未清理】93 个 failed 是修复前(2026-05-08 批次)的历史残骸,从未做 dead-letter 清理或重置入队。原结论这部分(历史 failed 应清理/dead-letter)是其唯一站得住的子论点,但严重度只到 info/P2(脏数据,不影响当前链路),绝非 P1。  (b) 【enqueue 默认仍关 path_opt 是过时的止血,可放开但没人改回】DEFAULT_SETTINGS `autoEnqueuePathOptimization: False`(:49)与 enqueue 默认只入 card-gen(:412 `task_types or [TASK_TYPE_DOCUMENT_CARD]`)是 bug 存在时期(2026-05-27 E 注释)的止血措施。现在 path_opt 处理器已修(b4713d4),止血理由已消失,但默认值没回调,且真库里已有 10 个 path_opt queued 等着——属于""修复完成但 feature flag 未跟进恢复""的治理遗留,P2 级。  (c) 深读地基并未""全断"":document_cards 真库 259 行,document_card_generation completed=68。原结论""无 document_cards→深读地基全断""的因果前提在当前库被实测推翻。","path_optimization 处理路径在修好 generate_local_model_json(或改调已存在的 AI JSON 方法)前应禁止入队;当前 enqueue 默认只入 card-gen(:415)已部分止血,但历史 93 个 failed 应清理或 dead-letter。"
P2,D5-06,D5-jobs-state,风险,原始,文件数量有 4 个互相打架的真相源(无 SSOT),"同一'文件/文档'概念散落在 26 张表,核心计数源 documents=2083 / v2_documents=1141 / knowledge_documents=612 / document_catalog_index=206 互不相等,无统一真相源。","SQL: SELECT 'documents',count(*) FROM documents UNION ALL ... → documents=2083, v2_documents=1141, knowledge_documents=612, document_catalog_index=206。sqlite_master 列出 26 张含 document/file/attachment 的表(client_dna_documents/document_cards/document_chunks/v2_documents/knowledge_documents/document_catalog_index/...)。",已推翻/修正,down,"真问题不在""4个真相源"",而在两个更深层: (A) 【页面取数口径分裂(真实存在,但是症状而非DB无SSOT)】不同页面widget从链条不同环节取数且无统一口径:客户工作台头部 documentCount 直接数 documents (main.py:13998: COUNT FROM documents WHERE content_domain='work');知识状态页 totalDocuments/reviewPending 数 v2_documents (knowledge_v2.py:4109 compute_knowledge_status: COUNT FROM v2_documents WHERE material_layer IN('evidence','external_media_transcript'));文件夹卡用 max() 三表混算。同一客户在三个页面看到三个""文件数""是页面层口径不统一,不是DB层缺SSOT。更糟:存在两份同名函数 compute_knowledge_status(services/knowledge_base.py:3398 与 knowledge_v2.py:4109),main.py 同时 import 两个 knowledge_* 模块(main.py:1068/1084),口径来源本身就分叉。 (B) 【FK声明形同虚设——真正的数据完整性根因】PRAGMA foreign_keys=0(真库实测,OFF)。所有 document_id REFERENCES + ON DELETE CASCADE 在运行时都不强制。后果实测:knowledge_documents 有 10 个 document_id(全 xlsx, lifecycle=current)在 documents 里查无;v2_documents 有 2 个 task_doc 孤儿(sysdoc_*)。documents.lifecycle_status 还有 invalid=345/deleted=7/error=1,但下游 v2/knowledge 不一定随之级联清理(CASCADE 不生效)。这才是""数字会越漂越远、对账只能靠 max() 兜底""的根因:不是缺一张SSOT表,而是(1)有根SSOT但FK不强制导致派生层挂孤儿,(2)消费侧每个页面各自挑链条某一环计数、无统一计数服务。","定义一个文件计数 SSOT(建议 v2_documents 作原始资料仓主键),其余表作为派生视图或带明确语义子集;各页面'文件数'统一从 SSOT 取数,避免不同页面显示不同数字。"
P2,D5-07,D5-jobs-state,半接通,富化,向量索引 34/38 stale、FTS 仅覆盖 52%、深读覆盖 1.2%,富化索引仓严重欠覆盖:vector_index_manifests 38 个里 34 个 stale 仅 2 ready;FTS knowledge_master_index_fts 仅 596 条 vs v2_documents 1141(52%);深读 14/1141(1.2%)且全 pending。,"SQL: SELECT status,count(*),sum(master_indexed),sum(chunk_indexed) FROM vector_index_manifests GROUP BY → building=2, ready=2(master=166,chunk=157), stale=34(全0)。SELECT count(*) FROM knowledge_master_index_fts=596; v2_documents=1141 → 52%。SELECT count(DISTINCT document_id) FROM document_deep_read_states=14;1141→1.2%。",已推翻/修正,down,"真正更深的根因有两层（与原结论方向相反）：  A) 富化索引仓的【主索引】其实接近全覆盖，原结论完全漏掉它。真正被后端检索消费的索引是 v2_chunks：`SELECT count(DISTINCT v2_document_id) FROM v2_chunks`=1086，正好等于 `SELECT count(*) FROM v2_documents WHERE chunk_count>0`=1086 → 文档级 chunk 覆盖 1086/1141=95.2%；未覆盖的 55 篇正是解析失败/作废文档(`parse_status`: failed=52/partial=10；`lifecycle_status`: invalid=51/deleted=7)。v2_chunks 确为活跃检索索引(backend/app/main.py:3492、28745、28763 的 `FROM v2_chunks` 检索查询)。所以""富化索引仓对大半文档是空的""是错的——主链路 95% 已建。  B) 真正存在但被原结论错配的，是【多套并行索引路径状态源分裂 + 旧路径残留未清理】这一蜘蛛网问题：同一份""富化索引""被切成至少 4 套互不对账的状态源——(i)v2_chunks(主，95%) (ii)document_chunks(仅 171 distinct doc，旧路径残留) (iii)knowledge_master_index/FTS(565/596，又一条独立管道，仅 10 client) (iv)document_deep_read_states(新编排表，死掉 14 行) (v)vector_index_manifests(per-client 向量，只 2 client ready，且 ready 的也半残:client_284afd836e master_indexed=152 但 chunk_indexed=0)。没有任何单一权威覆盖率指标，导致审计员随手抓到哪张表就得出截然相反的覆盖率。这才是 P1 根因：索引状态源分裂、旧表未退役、缺统一 coverage SSOT——而非""索引欠覆盖""。  附带次生 bug：FTS 有 31 条孤儿（`SELECT count(*) FROM knowledge_master_index_fts f WHERE NOT EXISTS(SELECT 1 FROM knowledge_master_index k WHERE k.id=f.entry_id)`=31），即 FTS 与基表删除未同步漂移，属 info/P2。","索引覆盖率应作为数据中心健康指标暴露在仪表盘;stale manifest 需有重建调度;52% FTS / 1.2% 深读意味着检索/深读功能对大半文档是空的,页面应区分'已索引/未索引'而非假装全覆盖。"
P2,D5-08,D5-jobs-state,风险,认知,max(updated_at) per-client 把 failed 选成'最新状态'展示,"client_analysis_runs 33 个 failed,按 client 取 max(updated_at) 的最新行里存在 failed(client_55f5a8c847、client_a4d1db29a7),即页面以'最新一次'呈现状态时可能展示失败行,且全表 max() 聚合会掩盖单行卡死。","SQL: SELECT c.client_id,c.status FROM client_analysis_runs c JOIN(SELECT client_id,max(updated_at) mx GROUP BY client_id) m ON... WHERE c.status!='completed' → client_55f5a8c847|failed, client_a4d1db29a7|failed。另证 max() 掩盖:对 job_stage_runs 用 max(updated_at) 时 since_last_upd_days=0(被新行盖),改 per-row 才暴露 55 天僵尸。",,,,"页面取'最新分析状态'应优先取最新 completed 行而非无条件 max(updated_at);健康检查禁止用 max/min 聚合判断卡死,必须 per-row 计算 age。"
P2,D5-09,D5-jobs-state,事实,原始,intelligence_fetch_jobs 69.5% 抓取无结果(静默低产),"1996 条抓取任务中 1387(69.5%)status=no_results,但 failure_reason 全空,属静默低产而非显式失败。","SQL: SELECT status,count(*) FROM intelligence_fetch_jobs GROUP BY → no_results=1387, success=609。SELECT round(100.0*sum(status='no_results')/count(*),1)=69.5。SELECT failure_reason,count(*) WHERE failure_reason!='' → 空(no_results 不写 failure_reason)。",,,,"70% 无结果说明资讯抓取的 query/provider 配置质量低;应统计每个 source_config 的命中率并提示用户优化或停用低产源,而非持续空跑。"
